x,y,RSSI_Sensor_1,RSSI_Sensor_2,RSSI_Sensor_3,RSSI_Sensor_4,Avg_RSSI
0.0,0.0,-40.0,-58.54605824359987,-62.642308323609235,-57.83838172216995,-54.75668707234476
0.12903225806451613,0.0,-13.265578213816818,-57.93092828614222,-63.63780066246885,-58.127474817287215,-48.24044549492877
0.25806451612903225,0.0,-22.09182278000312,-57.24034914017543,-61.46202164256796,-58.01020412678044,-49.70109942238173
0.3870967741935484,0.0,-27.230521647933244,-57.59940782258958,-61.809750318138754,-56.62128579624791,-50.81524139622737
0.5161290322580645,0.0,-31.506255960028362,-57.18859116524046,-62.48647619154733,-56.35317697368,-51.88362507262404
0.6451612903225806,0.0,-33.45953484229333,-59.00674100231966,-61.88067157010265,-55.91860933020306,-52.56638918622968
0.7741935483870968,0.0,-37.024320173370924,-58.374958635030964,-61.17869826469617,-54.78170358086521,-52.83992016349082
0.9032258064516129,0.0,-38.45499370788265,-58.8643886648001,-62.07063027492411,-54.10047845350124,-53.37262277527702
1.032258064516129,0.0,-41.74157318624905,-58.05597168142985,-61.05213535849957,-53.852930419716735,-53.6756526614738
1.161290322580645,0.0,-41.834323751770384,-57.576194401057215,-60.42781267384548,-53.79277740314171,-53.4077770574537
1.2903225806451613,0.0,-42.14024617074815,-58.68054750525043,-59.1578673133519,-53.803675344571275,-53.44558408348044
1.4193548387096775,0.0,-44.24967119570277,-58.5896343576488,-59.62492743061965,-51.431123956959325,-53.47383923523263
1.5483870967741935,0.0,-45.81102455572442,-59.163345568429555,-59.354363806301855,-51.39347261838427,-53.93055163721002
1.6774193548387095,0.0,-47.227577380918895,-58.510132992453656,-60.4158821873476,-50.0212315165618,-54.04370601932048
1.8064516129032258,0.0,-48.60921440487795,-59.945786894069634,-60.35510294519107,-49.91410983382227,-54.70605351949023
1.935483870967742,0.0,-49.250930200935095,-59.23790640834879,-59.56208003964817,-48.32145934426059,-54.09309399829816
2.064516129032258,0.0,-49.33692404730426,-60.65875700730096,-59.302828417337864,-47.99003867990486,-54.32213703796199
2.193548387096774,0.0,-49.626041850507264,-59.695257424722364,-59.07179696362302,-47.869069608589044,-54.06554146186042
2.32258064516129,0.0,-50.654992108315106,-59.96612123146482,-58.655315767047455,-47.03711810714076,-54.07838680349204
2.4516129032258065,0.0,-52.62637213241193,-59.337024866352294,-58.02478792069604,-46.15251603869617,-54.03517523953911
2.5806451612903225,0.0,-51.91293655426229,-61.026494870367216,-58.516521858883195,-43.99448492783692,-53.86260955283741
2.7096774193548385,0.0,-52.021690617245135,-60.234545364160134,-58.75037372449697,-42.82888476287155,-53.45887361719345
2.838709677419355,0.0,-53.7248011729222,-62.151532230667875,-60.011944257051105,-41.496270959001194,-54.34613715491059
2.967741935483871,0.0,-54.04473745098652,-60.4992660525946,-59.64164780235249,-41.844399162906186,-54.00751261720994
3.096774193548387,0.0,-54.74641022692221,-59.780514364426985,-57.862541343831936,-38.6744181750355,-52.76597102755416
3.225806451612903,0.0,-55.51865490425581,-61.82281765484504,-58.09792828555027,-37.29881153484085,-53.184553094872996
3.354838709677419,0.0,-56.063119471142976,-60.4458632640005,-57.95121547453658,-33.85328071627906,-52.078369731489786
3.4838709677419355,0.0,-56.39105659189529,-61.92195467315963,-59.20044189038782,-31.77435463257018,-52.32195194700323
3.6129032258064515,0.0,-56.235562071275105,-61.6039952168501,-58.8143395534608,-27.4938893877819,-51.03694655734198
3.7419354838709675,0.0,-57.54298788876506,-62.29582418560909,-57.97493195997207,-22.14574789411686,-49.98987298211576
3.870967741935484,0.0,-57.508595068374085,-61.40966550198128,-58.92452839212117,-13.803990400053419,-47.911694840632485
4.0,0.0,-58.367444978187756,-62.484484503961525,-58.25681046789043,-40.0,-54.777184987509926
